case_id,run_id_hidden,masked_evidence_text,proposed_component,proposed_category,proposed_cause,operator_label_aligned,correct_human
K0257,F8-r1-C3-llm-grounded,"- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779525367764,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",application,,,1,
K0258,F6-r8-C3-rule-grounded,"- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779524121198,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'",backend,,,1,
K0259,F1-r2-C5-llm-freeform,"- type=ChangedFile resource=migrations/versions/002_fault.py msg='type=database-migration'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9102"" (key diff.patch)'
- type=JobLog resource=pod/postgres-migrate-4xxw4 container/migration msg='File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/base.py"", line 1967, in _exec_single_context File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/default.py"", line 941, in do_execute cursor.exe…'
- type=KubernetesEvent resource=Job/postgres-migrate msg='Job/postgres-migrate: Job has reached the specified backoff limit'
- type=PodLog resource=pod/postgres-7f766475c6-z7cnk container/postgres msg='2026-05-23 05:33:21.762 UTC [58] LOG:  database system was shut down at 2026-05-23 05:33:21 UTC 2026-05-23 05:33:21.776 UTC [1] LOG:  database system is ready to accept connections 2026-05-23 05:33:34.218 UTC [72] ERROR:…'
- type=PreviewCondition resource=Ready msg='status=False reason=DatabaseMigrationFailed message=database migration job preview-pr-9102/postgres-migrate failed: Job has reached the specified backoff limit'
- type=PreviewCondition resource=MigrationReady msg='status=False reason=JobRunning message=Database migration job postgres-migrate is running'",database migration,,,1,
K0260,F3-r5-C1-rule-grounded,- type=PodLog resource=pod/postgres-8697958b79-l8fq5 container/postgres msg='2026-05-22 20:45:03.617 UTC [44] LOG:  database system was shut down at 2026-05-22 20:45:03 UTC 2026-05-22 20:45:03.647 UTC [41] LOG:  database system is ready to accept connections done 2026-05-22 20:45:04.267 UTC [1] L…',unknown,,,0,
K0261,F2-r8-C2-llm-freeform,"- type=JobLog resource=pod/postgres-migrate-jdzlp container/migration msg='INFO  [alembic.runtime.migration] Context impl PostgresqlImpl. INFO  [alembic.runtime.migration] Will assume transactional DDL. INFO  [alembic.runtime.migration] Running upgrade  -> 001, initial schema'
- type=KubernetesEvent resource=Pod/svc-backend-5f444fbd49-5gjxw msg='Pod/svc-backend-5f444fbd49-5gjxw: Back-off restarting failed container backend in pod svc-backend-5f444fbd49-5gjxw_preview-pr-9208(42e504b9-462f-4016-94b4-635bd45cfce2)'
- type=PodLog resource=pod/svc-backend-5f444fbd49-5gjxw container/backend msg='Traceback (most recent call last): File ""/app/app.py"", line 15, in <module> ~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^ File ""<frozen os>"", line 714, in __getitem__ KeyError: \'DATABASE_URL_FP_MISSING\''
- type=PodLog resource=pod/postgres-6f75847c79-sx8pn container/postgres msg='2026-05-22 19:35:39.015 UTC [45] LOG:  database system was shut down at 2026-05-22 19:35:38 UTC 2026-05-22 19:35:39.057 UTC [42] LOG:  database system is ready to accept connections done 2026-05-22 19:35:39.689 UTC [1] L…'",backend service,,,0,
K0262,F10-r9-C3-llm-freeform,"- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779537047705,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",application,,,0,
K0263,F8-r6-C5-llm-grounded,"- type=ChangedFile resource=app.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9806"" (key diff.patch)'
- type=PreviewCondition resource=AIEnrichmentReady msg='status=True reason=AIEnrichmentCompleted message=AI enrichment seed=Succeeded, tests=Succeeded'
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=Approved msg='status=True reason=Approved message=Approved by: '
- type=PreviewCondition resource=TestSuiteReady msg='status=False reason=TestSuiteFailed message=smoke=Succeeded(2p/0f), contract=Failed(0p/1f), regression=Succeeded(9p/0f), e2e=Failed(1p/5f)'
- type=PreviewCondition resource=DatabaseReady msg='status=True reason=PostgreSQLProvisioned message=PostgreSQL 15 running — credentials in secret preview-pr-9806/postgres-credentials'
- type=PreviewCondition resource=Ready msg='status=True reason=AllResourcesReady message=Preview environment running at http://pr-9806.preview.ihsenalaya.xyz'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779527129758,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",API,,,1,
K0264,F5-r1-C2-llm-grounded,,unknown,,,0,
K0265,F2-r7-C5-rule-grounded,"- type=ChangedFile resource=app.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9207"" (key diff.patch)'
- type=JobLog resource=pod/postgres-migrate-cvv6r container/migration msg='INFO  [alembic.runtime.migration] Context impl PostgresqlImpl. INFO  [alembic.runtime.migration] Will assume transactional DDL. INFO  [alembic.runtime.migration] Running upgrade  -> 001, initial schema'
- type=KubernetesEvent resource=Pod/svc-backend-54684fcb95-sr6m4 msg='Pod/svc-backend-54684fcb95-sr6m4: Back-off restarting failed container backend in pod svc-backend-54684fcb95-sr6m4_preview-pr-9207(80c17fc3-1caa-4d3c-920f-e1898bd8d095)'
- type=PodLog resource=pod/postgres-59959dd4c4-rnzfb container/postgres msg='2026-05-22 19:33:05.189 UTC [44] LOG:  database system was shut down at 2026-05-22 19:33:04 UTC 2026-05-22 19:33:05.209 UTC [41] LOG:  database system is ready to accept connections done 2026-05-22 19:33:05.859 UTC [1] L…'
- type=PodLog resource=pod/svc-backend-54684fcb95-sr6m4 container/backend msg='Traceback (most recent call last): File ""/app/app.py"", line 15, in <module> ~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^ File ""<frozen os>"", line 714, in __getitem__ KeyError: \'DATABASE_URL_FP_MISSING\''
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=Ready msg='status=False reason=DeploymentFailed message=ReplicaSet ""svc-backend-54684fcb95"" has timed out progressing.'",migration-job,,,0,
K0266,F3-r5-C3-llm-grounded,"- type=KubernetesEvent resource=Pod/postgres-migrate-55cr4 msg='Pod/postgres-migrate-55cr4: Error: ImagePullBackOff'
- type=KubernetesEvent resource=Pod/postgres-migrate-55cr4 msg='Pod/postgres-migrate-55cr4: Failed to pull image ""testagentdevops.azurecr.io/idp-preview:baseline-fp-nonexistent"": [rpc error: code = NotFound desc = failed to pull and unpack image ""testagentdevops.azurecr.io/idp-previe…'
- type=KubernetesEvent resource=Pod/postgres-migrate-55cr4 msg='Pod/postgres-migrate-55cr4: Error: ErrImagePull'
- type=PodLog resource=pod/postgres-8697958b79-l8fq5 container/postgres msg='2026-05-22 20:45:03.617 UTC [44] LOG:  database system was shut down at 2026-05-22 20:45:03 UTC 2026-05-22 20:45:03.647 UTC [41] LOG:  database system is ready to accept connections done 2026-05-22 20:45:04.267 UTC [1] L…'",image registry,,,0,
K0267,F4-r6-C5-rule-grounded,"- type=ChangedFile resource=app.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9406"" (key diff.patch)'
- type=PreviewCondition resource=TestSuiteReady msg='status=False reason=TestSuiteFailed message=smoke=Succeeded(2p/0f), contract=Failed(0p/1f), regression=Succeeded(9p/0f)'
- type=PreviewCondition resource=DatabaseReady msg='status=True reason=PostgreSQLProvisioned message=PostgreSQL 15 running — credentials in secret preview-pr-9406/postgres-credentials'
- type=PreviewCondition resource=AIEnrichmentReady msg='status=True reason=AIEnrichmentCompleted message=AI enrichment seed=Succeeded, tests=Succeeded'
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=Approved msg='status=True reason=Approved message=Approved by: '
- type=PreviewCondition resource=Ready msg='status=True reason=AllResourcesReady message=Preview environment running at http://pr-9406.preview.ihsenalaya.xyz'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Skipped passed=0 failed=0'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779516784805,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",backend,,,1,
K0268,F5-r3-C1-llm-freeform,,unknown,,,0,
K0269,F9-r6-C3-llm-grounded,"- type=TestResult resource=regression msg='phase=Failed passed=7 failed=2 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 FAIL regression product_detail: expected 200 got 404 PASS regression product_not_found: 404…'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779533174299,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",application,,,0,
K0270,F10-r3-C5-llm-grounded,"- type=ChangedFile resource=tests/e2e.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-10003"" (key diff.patch)'
- type=PreviewCondition resource=AIEnrichmentReady msg='status=True reason=AIEnrichmentCompleted message=AI enrichment seed=Succeeded, tests=Succeeded'
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=Ready msg='status=True reason=AllResourcesReady message=Preview environment running at http://pr-10003.preview.ihsenalaya.xyz'
- type=PreviewCondition resource=DatabaseReady msg='status=True reason=PostgreSQLProvisioned message=PostgreSQL 15 running — credentials in secret preview-pr-10003/postgres-credentials'
- type=PreviewCondition resource=Approved msg='status=True reason=Approved message=Approved by: '
- type=PreviewCondition resource=TestSuiteReady msg='status=False reason=TestSuiteFailed message=smoke=Succeeded(2p/0f), contract=Failed(0p/1f), regression=Succeeded(9p/0f), e2e=Failed(1p/5f)'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779535184685,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",e2e tests,,,0,
K0271,F7-r1-C2-rule-grounded,,unknown,,,0,
K0272,F1-r2-C1-rule-grounded,"- type=JobLog resource=pod/postgres-migrate-4xxw4 container/migration msg='File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/base.py"", line 1967, in _exec_single_context File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/default.py"", line 941, in do_execute cursor.exe…'
- type=PodLog resource=pod/postgres-7f766475c6-z7cnk container/postgres msg='2026-05-23 05:33:21.762 UTC [58] LOG:  database system was shut down at 2026-05-23 05:33:21 UTC 2026-05-23 05:33:21.776 UTC [1] LOG:  database system is ready to accept connections 2026-05-23 05:33:34.218 UTC [72] ERROR:…'",migration-job,,,1,
